index,Vina,Drug,SMILES
158,-8.6,RELACORILANT,CN1C=C(C=N1)S(=O)(=O)N2CCC3=CC4=C(CC3(C2)C(=O)C5=NC=CC(=C5)C(F)(F)F)C=NN4C6=CC=C(C=C6)F
159,-8.6,SB-649868,CC1=NC(=C(S1)C2=CC=C(C=C2)F)C(=O)N3CCCCC3CNC(=O)C4=C5C=COC5=CC=C4
160,-8.6,SETROBUVIR,CS(=O)(=O)NC1=CC2=C(C=C1)NC(=NS2(=O)=O)C3=C(C4C5CCC(C5)C4N(C3=O)CC6=CC=C(C=C6)F)O
161,-8.6,SILIBININ,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O
162,-8.6,SIMEPREVIR,CC1=C(C=CC2=C1N=C(C=C2OC3CC4C(C3)C(=O)N(CCCCC=CC5CC5(NC4=O)C(=O)NS(=O)(=O)C6CC6)C)C7=NC(=CS7)C(C)C)OC
163,-8.6,SOTRASTAURIN,CN1CCN(CC1)C2=NC3=CC=CC=C3C(=N2)C4=C(C(=O)NC4=O)C5=CNC6=CC=CC=C65
164,-8.6,SUVOREXANT,CC1CCN(CCN1C(=O)C2=C(C=CC(=C2)C)N3N=CC=N3)C4=NC5=C(O4)C=CC(=C5)Cl
165,-8.6,TARANABANT,CC(C(CC1=CC=C(C=C1)Cl)C2=CC=CC(=C2)C#N)NC(=O)C(C)(C)OC3=NC=C(C=C3)C(F)(F)F
166,-8.6,TIRILAZAD,CC1CC2C3CCC4=CC(=O)C=CC4(C3=CCC2(C1C(=O)CN5CCN(CC5)C6=NC(=NC(=C6)N7CCCC7)N8CCCC8)C)C
167,-8.6,TOMIVOSERTIB,CC1=C2C(=O)NC3(N2C(=O)C(=C1)NC4=NC=NC(=C4)N)CCCCC3
168,-8.6,TP-3654,CC(C)(C1CCC(CC1)NC2=NN3C(=NC=C3C4=CC(=CC=C4)C(F)(F)F)C=C2)O
169,-8.6,TRIAMCINOLONE FURETONIDE,CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)COC(=O)C6=CC7=CC=CC=C7O6)C)O)F)C)C
170,-8.6,TT-301,C1CN(CCN1C2=NN=C(C=C2C3=CC=NC=C3)C4=CC=CC=C4)C5=NC=CC=N5
171,-8.6,ZSTK-474,C1COCCN1C2=NC(=NC(=N2)N3C4=CC=CC=C4N=C3C(F)F)N5CCOCC5
172,-8.5,AFOXOLANER,C1C(=NOC1(C2=CC(=CC(=C2)Cl)C(F)(F)F)C(F)(F)F)C3=CC=C(C4=CC=CC=C43)C(=O)NCC(=O)NCC(F)(F)F
173,-8.5,AMARANTH,C1=CC=C2C(=C1)C(=CC=C2S(=O)(=O)[O-])N=NC3=C4C=CC(=CC4=CC(=C3O)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+]
174,-8.5,AMESERGIDE,CC(C)N1C=C2CC3C(CC(CN3C)C(=O)NC4CCCCC4)C5=C2C1=CC=C5
175,-8.5,AR-12,C1=CC=C2C(=C1)C=CC3=C2C=CC(=C3)C4=CC(=NN4C5=CC=C(C=C5)NC(=O)CN)C(F)(F)F
176,-8.5,AZD-6482,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3C(=O)O)N4CCOCC4
177,-8.5,CARUBICIN,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)O)O)(C(=O)C)O)N)O
178,-8.5,CEP-5214,CC(C)OCC1=CC2=C(C=C1)N(C3=C2C4=C(C5=C3CC6=CC=CC=C65)C(=O)NC4)CCCO
179,-8.5,CEPHARANTHINE,CN1CCC2=CC3=C(C4=C2C1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)CC7C8=CC(=C(C=C8CCN7C)OC)O4)OC)OCO3
180,-8.5,CILUPREVIR,CC(C)NC1=NC(=CS1)C2=NC3=C(C=CC(=C3)OC)C(=C2)OC4CC5C(=O)NC6(CC6C=CCCCCCC(C(=O)N5C4)NC(=O)OC7CCCC7)C(=O)O
181,-8.5,CP-609754,CN1C=NC=C1C(C2=CC=C(C=C2)Cl)(C3=CC4=C(C=C3)N(C(=O)C=C4C5=CC=CC(=C5)C#C)C)O
182,-8.5,CROMOLYN,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)O)O)C(=O)C=C(O2)C(=O)O
183,-8.5,DANOPREVIR,CC(C)(C)OC(=O)NC1CCCCCC=CC2CC2(NC(=O)C3CC(CN3C1=O)OC(=O)N4CC5=C(C4)C(=CC=C5)F)C(=O)NS(=O)(=O)C6CC6
184,-8.5,DARENZEPINE,CN1CCN(CC1)C(=O)C=C2C3=CC=CC=C3C(=O)NC4=CC=CC=C42
185,-8.5,DEXCLAMOL,CC(C)C1(CCN2CC3C4=CC=CC=C4CCC5=C3C(=CC=C5)C2C1)O
186,-8.5,DUTASTERIDE,CC12CCC3C(C1CCC2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CCC5C3(C=CC(=O)N5)C
187,-8.5,EDAGLITAZONE,CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=C4C=CSC4=C(C=C3)CC5C(=O)NC(=O)S5
188,-8.5,EPELSIBAN,CCC(C)C1C(=O)NC(C(=O)N1C(C2=C(N=C(C=C2)C)C)C(=O)N3CCOCC3)C4CC5=CC=CC=C5C4
189,-8.5,ESAFOXOLANER,C1C(=NOC1(C2=CC(=CC(=C2)Cl)C(F)(F)F)C(F)(F)F)C3=CC=C(C4=CC=CC=C43)C(=O)NCC(=O)NCC(F)(F)F
190,-8.5,FIMEPINOSTAT,CN(CC1=CC2=C(S1)C(=NC(=N2)C3=CN=C(C=C3)OC)N4CCOCC4)C5=NC=C(C=N5)C(=O)NO
191,-8.5,FLUSPIRILENE,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
192,-8.5,GDC-0152,CC(C(=O)NC(C1CCCCC1)C(=O)N2CCCC2C(=O)NC3=C(N=NS3)C4=CC=CC=C4)NC
193,-8.5,GLISINDAMIDE,C1CCC(CC1)NC(=O)NS(=O)(=O)C2=CC=C(C=C2)CCNC(=O)N3CC4=CC=CC=C4C3=O
194,-8.5,IBIPINABANT,CN=C(NS(=O)(=O)C1=CC=C(C=C1)Cl)N2CC(C(=N2)C3=CC=C(C=C3)Cl)C4=CC=CC=C4
195,-8.5,IDARUBICIN,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O
196,-8.5,LERCANIDIPINE,CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC
197,-8.5,LIFARIZINE,CC1=CC=C(C=C1)C2=NC(=C(N2)C)CN3CCN(CC3)C(C4=CC=CC=C4)C5=CC=CC=C5
198,-8.5,LORPIPRAZOLE,C1CC2CN3C(=NN=C3C2C1)CCN4CCN(CC4)C5=CC=CC(=C5)C(F)(F)F
199,-8.5,MERESTINIB,CC1=CC=C(C(=O)N1C2=CC=C(C=C2)F)C(=O)NC3=CC(=C(C=C3)OC4=C(C=C5C(=C4)C=NN5C)C6=CNN=C6)F
200,-8.5,MIRICORILANT,C1CC(CCC1C2=CC=CC=C2)C3=C(C(=O)NC(=O)N3)CC4=CC(=CC=C4)C(F)(F)F
201,-8.5,MIRISETRON,CN1C2CCC1CC(C2)NC(=O)C3=CN(C4=CC=CC=C4C3=O)C5CCCCC5
202,-8.5,NEMIRALISIB,CC(C)N1CCN(CC1)CC2=CN=C(O2)C3=C4C=NNC4=CC(=C3)C5=C6C=CNC6=CC=C5
203,-8.5,PALOMID-529,CC(C1=CC2=C(C=C1)C3=CC(=C(C=C3OC2=O)OCC4=CC=C(C=C4)OC)OC)O
204,-8.5,PF-00477736,CN1C=C(C=N1)C2=C3C=NNC(=O)C4=C3C(=CC(=C4)NC(=O)C(C5CCCCC5)N)N2
205,-8.5,PF-00562271,CN(C1=C(C=CC=N1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)C4)S(=O)(=O)C.C1=CC=C(C=C1)S(=O)(=O)O
206,-8.5,PF-04457845,C1CN(CCC1=CC2=CC(=CC=C2)OC3=NC=C(C=C3)C(F)(F)F)C(=O)NC4=NN=CC=C4
207,-8.5,PF-06459988,CN1C=C(C=N1)NC2=NC3=C(C(=CN3)Cl)C(=N2)OCC4CN(CC4OC)C(=O)C=C
208,-8.5,PIMODIVIR,C1CC2CCC1C(C2NC3=NC(=NC=C3F)C4=CNC5=C4C=C(C=N5)F)C(=O)O
209,-8.5,PKI-166,CC(C1=CC=CC=C1)NC2=NC=NC3=C2C=C(N3)C4=CC=C(C=C4)O
210,-8.5,QUINOTOLAST,C1=CC=C(C=C1)OC2=C3C=CC=CN3C(=O)C(=C2)C(=O)NC4=NNN=N4
211,-8.5,REPOTRECTINIB,CC1CNC(=O)C2=C3N=C(C=CN3N=C2)NC(C4=C(O1)C=CC(=C4)F)C
212,-8.5,REVAMILAST,C1=CC(=C2C(=C1C(=O)N=C3C(=CN(C=C3Cl)O)Cl)C4=C(O2)C=CN=C4)OC(F)F
213,-8.5,ROMERGOLINE,CN1CC(C=C2C1CC3=CNC4=CC=CC2=C34)CN5CC(=O)NC(=O)C5
214,-8.5,SEGANSERIN,CC1=C(C(=O)N2C=CC=CC2=N1)CCN3CCC(=C(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)CC3
215,-8.5,TEMAFLOXACIN,CC1CN(CCN1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=C(C=C(C=C4)F)F)F
216,-8.5,TEZOSENTAN,CC(C)C1=CN=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=CC(=NC=C3)C4=NNN=N4)OCCO)OC5=CC=CC=C5OC
217,-8.5,TIOXAPROFEN,CC(C(=O)O)SC1=NC(=C(O1)C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)Cl
218,-8.5,TIPLASININ,C1=CC=C(C=C1)CN2C=C(C3=C2C=CC(=C3)C4=CC=C(C=C4)OC(F)(F)F)C(=O)C(=O)O
219,-8.5,UPIDOSIN,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)NCCCN3CCN(CC3)C4=CC=CC=C4OC)C5=CC=CC=C5
220,-8.5,VENGLUSTAT,CC(C)(C1=CSC(=N1)C2=CC=C(C=C2)F)NC(=O)OC3CN4CCC3CC4
221,-8.5,VIDOFLUDIMUS,COC1=CC=CC(=C1)C2=CC(=C(C=C2)NC(=O)C3=C(CCC3)C(=O)O)F
222,-8.5,WNT-974,CC1=CC(=CN=C1C2=CC(=NC=C2)C)CC(=O)NC3=NC=C(C=C3)C4=NC=CN=C4
223,-8.5,ZOLIFLODACIN,CC1CN2C(C(O1)C)C3(CC4=CC5=C(C(=C42)F)ON=C5N6C(COC6=O)C)C(=O)NC(=O)NC3=O
224,-8.5,ZOTICASONE,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)SC5CCOC5=O)O)C)O)F)C)F
225,-8.4,ABAPERIDONE,C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCOC4=CC5=C(C=C4)C(=O)C(=CO5)CO
226,-8.4,ACEBILUSTAT,C1C2CN(C1CN2CC3=CC=C(C=C3)OC4=CC=C(C=C4)C5=NC=CO5)CC6=CC=C(C=C6)C(=O)O
227,-8.4,ADERBASIB,COC(=O)N1CC2(CC2)CC(C1C(=O)N3CCN(CC3)C4=CC=CC=C4)C(=O)NO
228,-8.4,AMG-208,COC1=CC2=NC=CC(=C2C=C1)OCC3=NN=C4N3N=C(C=C4)C5=CC=CC=C5
229,-8.4,ANATIBANT,CC1=CC(=NC2=C1C=CC=C2OCC3=C(C=CC(=C3Cl)S(=O)(=O)N4CCCC4C(=O)NCCCNC(=O)C5=CC=C(C=C5)C(=N)N)Cl)C
230,-8.4,APILIMOD,CC1=CC(=CC=C1)C=NNC2=CC(=NC(=N2)OCCC3=CC=CC=N3)N4CCOCC4
231,-8.4,AZD-3759,CC1CN(CCN1C(=O)OC2=C(C=C3C(=C2)C(=NC=N3)NC4=C(C(=CC=C4)Cl)F)OC)C
232,-8.4,AZLOCILLIN,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)N4CCNC4=O)C(=O)O)C
233,-8.4,BALOVAPTAN,CN1CC2=C(C=CC(=C2)Cl)N3C(=NN=C3C4CCC(CC4)OC5=CC=CC=N5)C1
234,-8.4,BARMASTINE,CC1=C(C(=O)N2C=CC=CC2=N1)CCN3CCC(CC3)NC4=NC5=C(N4CC6=CC=CO6)N=CC=C5
235,-8.4,BATELAPINE,CC1=NN2C(=N1)CC3=CC=CC=C3N=C2N4CCN(CC4)C
236,-8.4,BEMINAFIL,COC1=C(C=C(C=C1)CNC2=C3C4=CC=CC=C4SC3=NC(=N2)C5CCC(CC5)C(=O)O)Cl
237,-8.4,BENZHYDROCODONE,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=CC4)OC(=O)C6=CC=CC=C6
238,-8.4,BIFEPRUNOX,C1CN(CCN1CC2=CC(=CC=C2)C3=CC=CC=C3)C4=CC=CC5=C4OC(=O)N5
239,-8.4,BMS-911543,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6
240,-8.4,CABOTEGRAVIR,CC1COC2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O
241,-8.4,CLOCAPRAMINE,C1CCN(CC1)C2(CCN(CC2)CCCN3C4=CC=CC=C4CCC5=C3C=C(C=C5)Cl)C(=O)N
242,-8.4,CONGO RED,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+]
243,-8.4,CP-195543,C1C(C(C2=C(O1)C=C(C=C2)C3=C(C=CC(=C3)C(F)(F)F)C(=O)O)O)CC4=CC=CC=C4
244,-8.4,DEFERASIROX,C1=CC=C(C(=C1)C2=NN(C(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)C(=O)O)O
245,-8.4,DELAFLOXACIN,C1C(CN1C2=C(C=C3C(=C2Cl)N(C=C(C3=O)C(=O)O)C4=C(C=C(C(=N4)N)F)F)F)O
246,-8.4,DEXAMETHASONE BELOXIL,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COCC5=CC=CC=C5)O)C)O)F)C
247,-8.4,DSM-265,CC1=NC2=NC(=NN2C(=C1)NC3=CC=C(C=C3)S(F)(F)(F)(F)F)C(C)(F)F
248,-8.4,ENASIDENIB,CC(C)(CNC1=NC(=NC(=N1)C2=NC(=CC=C2)C(F)(F)F)NC3=CC(=NC=C3)C(F)(F)F)O
249,-8.4,ENZASTAURIN,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7
250,-8.4,EVACETRAPIB,CC1=CC(=C2C(=C1)C(CCCN2CC3CCC(CC3)C(=O)O)N(CC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F)C5=NN(N=N5)C)C
251,-8.4,FIDUXOSIN,COC1=CC=CC2=C1C3CN(CC3CO2)CCCCN4C(=O)C5=C(C6=NC(=CN=C6S5)C7=CC=CC=C7)NC4=O
252,-8.4,FILGOTINIB,C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)CN5CCS(=O)(=O)CC5
253,-8.4,FLUAZURON,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2)Cl)OC3=C(C=C(C=N3)C(F)(F)F)Cl)F
254,-8.4,GANAPLACIDE,CC1(C2=NC(=C(N2CCN1C(=O)CN)NC3=CC=C(C=C3)F)C4=CC=C(C=C4)F)C
255,-8.4,HYDROCORTISONE CYPIONATE,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)COC(=O)CCC5CCCC5)O)C)O
256,-8.4,IBERDOMIDE,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3OCC4=CC=C(C=C4)CN5CCOCC5
257,-8.4,ICOTINIB,C#CC1=CC(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)OCCOCCOCCO4
258,-8.4,LAROPIPRANT,CS(=O)(=O)C1=CC(=CC2=C1N(C3=C2CCC3CC(=O)O)CC4=CC=C(C=C4)Cl)F
259,-8.4,LAROTRECTINIB,C1CC(N(C1)C2=NC3=C(C=NN3C=C2)NC(=O)N4CCC(C4)O)C5=C(C=CC(=C5)F)F
260,-8.4,LCL-161,CC(C(=O)NC(C1CCCCC1)C(=O)N2CCCC2C3=NC(=CS3)C(=O)C4=CC=C(C=C4)F)NC
261,-8.4,LEMBOREXANT,CC1=NC(=NC=C1OCC2(CC2C(=O)NC3=NC=C(C=C3)F)C4=CC(=CC=C4)F)C
262,-8.4,LY-2940094,CC1=NN(C=C1CN2CCC3(CC2)C4=C(C=C(S4)Cl)C(CO3)(F)F)C5=C(C=CC=N5)CO
263,-8.4,LY377604,CC(C)(CC1=CC=C(C=C1)OC2=NC=C(C=C2)C(=O)N)NCC(COC3=CC=CC4=C3C5=CC=CC=C5N4)O
264,-8.4,MIZOLASTINE,CN(C1CCN(CC1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F)C5=NC=CC(=O)N5
265,-8.4,MK-0873,C1CC1NC(=O)C2=CN(C3=C(C2=O)C=CC=N3)C4=CC=CC(=C4)C#CC5=C[N+](=CC=C5)[O-]
266,-8.4,MOQUIZONE,C1COCCN1CC(=O)N2CN(C(=O)C3=CC=CC=C32)C4=CC=CC=C4
267,-8.4,NEBIVOLOL,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O
268,-8.4,NIFUROQUINE,C1=CC=C2C(=C1)C(=CC(=[N+]2[O-])C(=O)O)C3=CC=C(O3)[N+](=O)[O-]
269,-8.4,NILOTINIB,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
270,-8.4,ORG-34517,CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC6=C(C=C5)OCO6)C)O
271,-8.4,OSI-027,COC1=CC=CC2=C1NC(=C2)C3=C4C(=NC=NN4C(=N3)C5CCC(CC5)C(=O)O)N
272,-8.4,PENFLURIDOL,C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
273,-8.4,PF-00610355,CC(C)(CC1=CC=CC(=C1)CC(=O)NCC2=CC(=CC=C2)C3=CC=C(C=C3)O)NCC(C4=CC(=C(C=C4)O)NS(=O)(=O)C)O
274,-8.4,PF-5190457,CC1=CC(=NC=N1)C2=CC3=C(C=C2)C(CC3)N4CC5(C4)CCN(CC5)C(=O)CC6=CN7C=C(SC7=N6)C
275,-8.4,SABIPORIDE,C1CN(CCN1C2=C(C=C(C=C2)C(=O)NC(=N)N)C(F)(F)F)C(=O)C3=CC=CN3
276,-8.4,SARACATINIB,CN1CCN(CC1)CCOC2=CC3=C(C(=C2)OC4CCOCC4)C(=NC=N3)NC5=C(C=CC6=C5OCO6)Cl
277,-8.4,SERABELISIB,C1COCCN1C(=O)C2=CN=C3N2C=C(C=C3)C4=CC5=C(C=C4)OC(=N5)N
278,-8.4,SITAXENTAN,CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)NC4=C(C(=NO4)C)Cl)OCO2
279,-8.4,TASOSARTAN,CC1=C2CCC(=O)N(C2=NC(=N1)C)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
280,-8.4,TEMSAVIR,CC1=NN(C=N1)C2=NC=C(C3=C2NC=C3C(=O)C(=O)N4CCN(CC4)C(=O)C5=CC=CC=C5)OC
281,-8.4,UBROGEPANT,CC1C(CC(C(=O)N1CC(F)(F)F)NC(=O)C2=CC3=C(CC4(C3)C5=C(NC4=O)N=CC=C5)N=C2)C6=CC=CC=C6
282,-8.4,ULIPRISTAL,CC(=O)C1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O
283,-8.4,UMBRALISIB,CC(C)OC1=C(C=C(C=C1)C2=NN(C3=NC=NC(=C23)N)C(C)C4=C(C(=O)C5=C(O4)C=CC(=C5)F)C6=CC(=CC=C6)F)F
284,-8.4,VEMURAFENIB,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F
285,-8.4,VT-1161,C1=CC(=CC=C1C2=CN=C(C=C2)C(C(CN3C=NN=N3)(C4=C(C=C(C=C4)F)F)O)(F)F)OCC(F)(F)F
286,-8.3,ABIVERTINIB,CN1CCN(CC1)C2=C(C=C(C=C2)NC3=NC4=C(C=CN4)C(=N3)OC5=CC=CC(=C5)NC(=O)C=C)F
287,-8.3,AG-24322,CCNCC1=CN=CC(=C1C)C2=CC3=C(C=C2)NN=C3C4=NC5=C(N4)C=C(C=C5F)F
288,-8.3,AGG-523,CC(C)(CC1=CC=C(C=C1)F)NC(=O)C(CCC(=O)O)NC(=O)C2=CC=C(C=C2)C3=CC=CC=C3
289,-8.3,ALILUSEM,CC1=CC=CC=C1C(=O)N2CCC(=NOS(=O)(=O)O)C3=C2C=C(C=C3)Cl
290,-8.3,ALTIRATINIB,C1CC1C(=O)NC2=NC=CC(=C2)OC3=C(C=C(C(=C3)F)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F)F
291,-8.3,AMG-548,CN1C(=O)C(=C(N=C1NCC(CC2=CC=CC=C2)N)C3=CC=NC=C3)C4=CC5=CC=CC=C5C=C4
292,-8.3,ANTRAFENINE,C1CN(CCN1CCOC(=O)C2=CC=CC=C2NC3=C4C=CC(=CC4=NC=C3)C(F)(F)F)C5=CC=CC(=C5)C(F)(F)F
293,-8.3,APAFANT,CC1=NN=C2N1C3=C(C=C(S3)CCC(=O)N4CCOCC4)C(=NC2)C5=CC=CC=C5Cl
294,-8.3,AZACLORZINE,C1CC2CN(CCN2C1)CCC(=O)N3C4=CC=CC=C4SC5=C3C=C(C=C5)Cl
295,-8.3,AZILSARTAN MEDOXOMIL,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NOC(=O)N5)C(=O)OCC6=C(OC(=O)O6)C
296,-8.3,BALOXAVIR,C1COCC2N1C(=O)C3=C(C(=O)C=CN3N2C4C5=C(CSC6=CC=CC=C46)C(=C(C=C5)F)F)O
297,-8.3,BEPAFANT,CC1=NN=C2N1C3=C(C4=C(S3)CC(C4)C(=O)N5CCOCC5)C(=NC2)C6=CC=CC=C6Cl
298,-8.3,BI-44370,CC1=CC(=CC(=C1O)C)CC(C(=O)N2CCC(CC2)N3CCOCC3)OC(=O)N4CCC(CC4)N5CCC6=CC=CC=C6NC5=O
299,-8.3,BILIRUBIN,CC1=C(NC(=C1CCC(=O)O)CC2=C(C(=C(N2)C=C3C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)C=C4C(=C(C(=O)N4)C=C)C
300,-8.3,BMS-986094,CC(C(=O)OCC(C)(C)C)NP(=O)(OCC1C(C(C(O1)N2C=NC3=C2N=C(N=C3OC)N)(C)O)O)OC4=CC=CC5=CC=CC=C54
301,-8.3,BRAZERGOLINE,CN1CC(CC2C1CC3=C(NC4=CC=CC2=C34)Br)COC(=O)N5CCCCCC5
302,-8.3,BUTACLAMOL,CC(C)(C)C1(CCN2CC3C4=CC=CC=C4CCC5=C3C(=CC=C5)C2C1)O
303,-8.3,CARPIPRAMINE,C1CCN(CC1)C2(CCN(CC2)CCCN3C4=CC=CC=C4CCC5=CC=CC=C53)C(=O)N
304,-8.3,CC-401,C1CCN(CC1)CCOC2=CC=CC(=C2)C3=NNC4=C3C=C(C=C4)C5=NC=NN5
305,-8.3,CEFOPERAZONE,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O
306,-8.3,CEP-32496,CC(C)(C1=CC(=NO1)NC(=O)NC2=CC(=CC=C2)OC3=NC=NC4=CC(=C(C=C43)OC)OC)C(F)(F)F
307,-8.3,CRISNATOL,CC(CO)(CO)NCC1=CC2=C(C=CC3=CC=CC=C32)C4=CC=CC=C41
308,-8.3,DARGLITAZONE,CC1=C(N=C(O1)C2=CC=CC=C2)CCC(=O)C3=CC=C(C=C3)CC4C(=O)NC(=O)S4
309,-8.3,DEVAZEPIDE,CN1C2=CC=CC=C2C(=NC(C1=O)NC(=O)C3=CC4=CC=CC=C4N3)C5=CC=CC=C5
310,-8.3,DINIPROFYLLINE,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(COC(=O)C3=CN=CC=C3)OC(=O)C4=CN=CC=C4
311,-8.3,ELOMOTECAN,CCC1(CC(=O)OCC2=C1C=C3C4=NC5=C(C=C(C(=C5)Cl)C)C(=C4CN3C2=O)CN6CCC(CC6)C)O
312,-8.3,EPITETRACYCLINE,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
313,-8.3,ERIBAXABAN,COC1CC(N(C1)C(=O)NC2=CC=C(C=C2)Cl)C(=O)NC3=C(C=C(C=C3)N4C=CC=CC4=O)F
314,-8.3,ETRASIMOD,C1CCC(C1)C2=C(C=C(C=C2)COC3=CC4=C(C=C3)NC5=C4CCC5CC(=O)O)C(F)(F)F
315,-8.3,FENOVERINE,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)CC(=O)N4C5=CC=CC=C5SC6=CC=CC=C64
316,-8.3,GEPOTIDACIN,C1CC2=CC(=NC=C2OC1)CNC3CCN(CC3)CC4CN5C(=O)C=CC6=C5N4C(=O)C=N6
317,-8.3,GLECAPREVIR,CC1(CC1)S(=O)(=O)NC(=O)C2(CC2C(F)F)NC(=O)C3CC4CN3C(=O)C(NC(=O)OC5CCCC5OCC=CC(C6=NC7=CC=CC=C7N=C6O4)(F)F)C(C)(C)C
318,-8.3,GLPG-1205,C1CC1C#CC2=CC3=C(C=C2)C4=CC(=NC(=O)N4CC3)OCC5COCCO5
319,-8.3,GRAPIPRANT,CCC1=NC2=C(N1C3=CC=C(C=C3)CCNC(=O)NS(=O)(=O)C4=CC=C(C=C4)C)C=C(N=C2C)C
320,-8.3,GSK163090,CC1=NC2=C(C=C1)C(=CC=C2)N3CCN(CC3)CCC4=CC(=CC=C4)N5CCNC5=O
321,-8.3,HELIOMYCIN,CC1=CC(=O)C2=C(C3=C4C5=C2C1=C(C=C5C(C(=C4C(=O)C=C3O)O)(C)C)O)O
322,-8.3,HT-0712,CC1=CC(=CC=C1)CC2CC(CNC2=O)C3=CC(=C(C=C3)OC)OC4CCCC4
323,-8.3,INCYCLINIDE,C1C2CC3=C(C(=CC=C3)O)C(=C2C(=O)C4(C1CC(=O)C(=C4O)C(=O)N)O)O
